category,asin,description,ean,mpn,brand,upc,sold_items,url,sold,ebayID,price
,,,,,,Does Not Apply,,http://www.ebay.com/itm/24pcs-4cm-Christmas-Tree-Xmas-Balls-Decorations-Baubles-Party-Wedding-Ornament/311474466236?hash=item4885532dbc%3Am%3Am4Ukxsmny0m2fUPZzzMn6eA&var=,890 ,24,0.99
,,,,,,,,http://www.ebay.com/itm/12PCS-Bow-Christmas-Tree-Decoration-Xmas-Bowknot-Party-Garden-Wedding-Ornament/221946001069?hash=item33ad0336ad%3Am%3AmANcWuZhbPKXV1E5TTyS6cw&var=,2665 ,12,C $0.99
,,,,57350,,,,http://www.ebay.com/itm/6-12PCS-Christmas-Snowball-Balls-Party-Ornaments-Xmas-Tree-Hanging-Decoration/222224793636?hash=item33bda14024%3Am%3AmSKIeYRKuLJpfuKAKM69Dxg&var=,305 ,6,not_set
,,,,,Unbranded/Generic,,,http://www.ebay.com/itm/24x-Bow-Christmas-Tree-Decoration-Xmas-Hanging-Ornament-Bowknot-Party-Home-Decal/122192400363?hash=item1c733c0feb%3Am%3AmnVjrCufTWTlYVLTsfzqkyw&var=,52 ,24,C $0.99
,,,,Does not apply,,,,http://www.ebay.com/itm/30pcs-White-Snowflake-Ornaments-Christmas-Tree-Decorations-Home-Festival-Decor/331354919149?hash=item4d264ad0ed%3Am%3AmcFeSEDaV-JD4ByYnVLnfZQ&var=,674 ,30,0.99
,,,,,,Does not apply,0,http://www.ebay.com/itm/12pc-3M-Snowflake-White-Ornaments-Christmas-Tree-Decorations-Home-Festival-Decor/201653509329?hash=item2ef37c5cd1%3Ag%3A890AAOSwawpXvmxc,66 ,12,1.83
,,,,Does not apply,,,,http://www.ebay.com/itm/Xmas-Tree-Hanging-Ornament-Decoration-Party-Pine-Garland-Christmas-Ribbon-String/272403298059?hash=item3f6c80770b%3Ag%3AfokAAOSwEetV-QjM,195 ,272403298059,C $0.99
,,,6052697705724,,,,,http://www.ebay.com/itm/12x-Xmas-Christmas-Tree-Hangings-Gift-Box-Wedding-Party-Festival-Ornament-Decor/291595955891?hash=item43e4792eb3%3Ag%3A8%7EkAAOSwwbdWH1Pw,163 ,12,C $0.99
,,,1004587716919,,,,,http://www.ebay.com/itm/Christmas-Home-Party-Ornament-Color-Changing-LED-Lamp-Xmas-Tree-Light-Decoration/391553639297?hash=item5b2a6a6381%3Ag%3AEG0AAOSwMgdXz9xg,57 ,391553639297,C $1.39
,,,,,,,,http://www.ebay.com/itm/12x-Bow-Christmas-Tree-Decoration-Hanging-Ornament-Bowknot-Xmas-Party-Home-Decor/121788061714?hash=item1c5b225812%3Am%3AmbLNV3JhRgsZJDvTWF8q82w&var=,113 ,12,C $1.09
,,,,,,,,http://www.ebay.com/itm/Santa-Claus-Christmas-Tree-Decoration-Pendant-Hanging-Xmas-Party-Gifts-Ornament/381455334101?hash=item58d0827ad5%3Am%3AmNYtms_3Fz7tsPGXES4dL4Q&var=,1614 ,381455334101,3.79
,,,,,,,,http://www.ebay.com/itm/30pcs-New-Classic-White-Snowflake-Ornaments-Christmas-Holiday-Party-Home-Decor/331699443427?hash=item4d3ad3d6e3%3Am%3AmNkpQuT4uFJsQ76GwQ2PyAg&var=,1074 ,30,0.99
,,,,,,,,http://www.ebay.com/itm/Santa-Claus-Snowman-Christmas-Tree-Hanging-Ornaments-Festival-Party-Home-Decor/322275518953?hash=item4b091e29e9%3Am%3Am0AOeYMah6o0SEjZqxRtK7g&var=,150 ,322275518953,not_set
,,,,,,,,http://www.ebay.com/itm/12pcs-Christmas-Tree-Xmas-Apple-Decorations-Baubles-Party-Wedding-Ornament/302049629764?hash=item46538f9644%3Am%3Am7mdEC9x5EQOw-cYlEOXeYA&var=,113 ,12,not_set
,,,Does not apply,,,,,http://www.ebay.com/itm/Xmas-Tree-Ornament-Christmas-Snowman-Hanging-Decoration-Festival-Party-Decor-New/381781329177?epid=1086257334&hash=item58e3f0c519%3Ag%3AzgUAAOSwmfhX4jKp,208 ,381781329177,0.99
